0.836,0.951,0.984,0.672,0.197,0.197,0.262,0.328,0.344,0.393,0.393,0.426,0.443,0.459,0.492,0.492,0.525,0.557,0.59,0.623,0.656,0.721,0.754,0.787,0.82,0.836,0.852,0.82,0.787,0.738,0.672,0.623,0.574,0.557,0.541,0.525,0.525,0.508,0.508,0.508,0.508,0.508,0.508,0.525,0.508,0.525,0.508,0.508,0.508,0.492,0.508,0.492,0.492,0.492,0.475,0.492,0.475,0.475,0.475,0.475,0.492,0.492,0.508,0.508,0.525,0.525,0.492,0.492,0.459,0.459,0.459,0.443,0.459,0.426,0.41,0.426,0.705,0.951,1,1,0.415,0.321,0.377,0.453,0.509,0.528,0.566,0.566,0.604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.557,0.541,0.541,0.508,0.492,0.475,0.459,0.459,0.443,0.443,0.41,0.41,0.41,0.393,0.41,0.393,0.393,0.393,0.393,0.393,0.393,0.41,0.41,0.41,0.426,0.41,0.41,0.377,0.377,0.361,0.361,0.361,0.344,0.344,0.295,0.361,0.836,0.951,0.984,0.672,0.197,0.197,0.262,0.328,0.344,0.393,0.393,0.426,0.443,0.459,0.492,0.492,0.525,0.557,0.59,0.623,0.656,0.721,0.754,0.787,0.82,0.836,0.852,0.82,0.787,0.738,0.672,0.623,0.574,0.557,0.541,0.525,0.525,0.508,0.508,0.508,0.508,0.508,0.508,0.525,0.508,0.525,0.508,0.508,0.508,0.492,0.508,0.492,0.492,0.492,0.475,0.492,0.475,0.475,0.475,0.475,0.492,0.492,0.508,0.508,0.525,0.525,0.492,0.492,0.459,0.459,0.459,0.443,0.459,0.426,0.41,0.426,0.705,0.951,1,1,0.415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
